,train,val,test
0,slide_817,slide_858,slide_850
1,slide_818,slide_919,slide_879
2,slide_820,slide_830,slide_935
3,slide_821,slide_902,slide_867
4,slide_822,slide_907,slide_836
5,slide_823,slide_896,slide_847
6,slide_824,slide_837,slide_912
7,slide_826,slide_893,slide_816
8,slide_827,slide_834,slide_882
9,slide_828,slide_864,slide_924
10,slide_831,slide_833,slide_925
11,slide_832,slide_276,slide_452
12,slide_835,slide_89,slide_404
13,slide_838,slide_96,slide_168
14,slide_839,slide_0,slide_209
15,slide_841,slide_172,slide_65
16,slide_842,slide_423,slide_517
17,slide_843,slide_274,slide_185
18,slide_845,slide_119,slide_286
19,slide_846,slide_409,slide_273
20,slide_848,slide_220,slide_489
21,slide_849,slide_251,slide_501
22,slide_851,slide_300,slide_384
23,slide_853,slide_202,slide_131
24,slide_854,slide_380,slide_18
25,slide_855,slide_30,slide_488
26,slide_856,slide_491,slide_270
27,slide_859,slide_445,slide_405
28,slide_860,slide_214,slide_277
29,slide_861,slide_205,slide_290
30,slide_863,slide_70,slide_348
31,slide_865,slide_354,slide_464
32,slide_866,slide_400,slide_56
33,slide_868,slide_444,slide_311
34,slide_869,slide_377,slide_414
35,slide_870,slide_136,slide_20
36,slide_871,slide_181,slide_25
37,slide_872,slide_408,slide_442
38,slide_873,slide_182,slide_368
39,slide_874,slide_28,slide_90
40,slide_875,slide_1,slide_203
41,slide_876,slide_492,slide_435
42,slide_877,slide_482,slide_434
43,slide_878,slide_346,slide_411
44,slide_880,slide_385,slide_126
45,slide_881,slide_365,slide_271
46,slide_883,slide_475,slide_104
47,slide_885,slide_498,slide_199
48,slide_886,slide_14,slide_95
49,slide_887,slide_316,slide_326
50,slide_888,slide_252,slide_389
51,slide_889,slide_485,slide_353
52,slide_891,slide_178,slide_236
53,slide_892,slide_289,slide_339
54,slide_894,slide_310,slide_486
55,slide_895,slide_100,slide_141
56,slide_897,slide_204,slide_382
57,slide_898,slide_347,slide_86
58,slide_899,slide_448,slide_87
59,slide_901,slide_395,slide_88
60,slide_903,slide_223,slide_148
61,slide_904,slide_147,slide_48
62,slide_905,slide_758,slide_480
63,slide_906,slide_739,slide_278
64,slide_908,slide_680,slide_588
65,slide_909,slide_733,slide_589
