,train,val,test
0,slide_816,slide_855,slide_872
1,slide_817,slide_933,slide_920
2,slide_818,slide_859,slide_905
3,slide_820,slide_896,slide_915
4,slide_821,slide_850,slide_848
5,slide_822,slide_826,slide_830
6,slide_823,slide_924,slide_929
7,slide_824,slide_858,slide_856
8,slide_827,slide_908,slide_931
9,slide_828,slide_934,slide_893
10,slide_831,slide_930,slide_886
11,slide_832,slide_457,slide_74
12,slide_833,slide_28,slide_97
13,slide_834,slide_368,slide_126
14,slide_835,slide_508,slide_314
15,slide_836,slide_415,slide_96
16,slide_837,slide_327,slide_197
17,slide_838,slide_298,slide_381
18,slide_839,slide_444,slide_483
19,slide_841,slide_248,slide_398
20,slide_842,slide_220,slide_195
21,slide_843,slide_133,slide_485
22,slide_845,slide_283,slide_227
23,slide_846,slide_257,slide_210
24,slide_847,slide_231,slide_216
25,slide_849,slide_307,slide_185
26,slide_851,slide_17,slide_400
27,slide_853,slide_338,slide_94
28,slide_854,slide_105,slide_125
29,slide_860,slide_503,slide_156
30,slide_861,slide_206,slide_446
31,slide_863,slide_205,slide_68
32,slide_864,slide_64,slide_461
33,slide_865,slide_192,slide_357
34,slide_866,slide_351,slide_51
35,slide_867,slide_138,slide_356
36,slide_868,slide_308,slide_167
37,slide_869,slide_175,slide_369
38,slide_870,slide_85,slide_30
39,slide_871,slide_196,slide_449
40,slide_873,slide_159,slide_271
41,slide_874,slide_323,slide_431
42,slide_875,slide_300,slide_293
43,slide_876,slide_395,slide_35
44,slide_877,slide_297,slide_343
45,slide_878,slide_445,slide_198
46,slide_879,slide_82,slide_204
47,slide_880,slide_401,slide_202
48,slide_881,slide_237,slide_124
49,slide_882,slide_108,slide_399
50,slide_883,slide_474,slide_436
51,slide_885,slide_52,slide_90
52,slide_887,slide_189,slide_475
53,slide_888,slide_244,slide_144
54,slide_889,slide_211,slide_320
55,slide_891,slide_152,slide_26
56,slide_892,slide_261,slide_516
57,slide_894,slide_235,slide_347
58,slide_895,slide_100,slide_256
59,slide_897,slide_182,slide_304
60,slide_898,slide_490,slide_435
61,slide_899,slide_277,slide_501
62,slide_901,slide_583,slide_806
63,slide_902,slide_807,slide_764
64,slide_903,slide_553,slide_711
65,slide_904,slide_780,slide_529
66,slide_906,slide_641,slide_765
67,slide_907,slide_782,slide_525
68,slide_909,slide_783,slide_788
69,slide_910,slide_792,slide_520
70,slide_911,slide_770,slide_577
71,slide_912,slide_689,slide_579
72,slide_914,slide_596,slide_530
73,slide_916,slide_676,slide_740
74,slide_917,slide_591,slide_612
75,slide_918,slide_744,slide_705
76,slide_919,slide_808,slide_798
77,slide_921,slide_618,slide_598
78,slide_922,slide_670,slide_593
79,slide_923,slide_632,slide_742
80,slide_925,slide_799,slide_721
81,slide_926,slide_714,slide_580
82,slide_927,slide_737,slide_576
83,slide_928,slide_701,slide_794
84,slide_932,slide_603,slide_710
85,slide_935,slide_699,slide_815
86,slide_936,slide_543,slide_766
87,slide_0,slide_519,slide_623
88,slide_1,slide_754,slide_542
89,slide_11,slide_759,
90,slide_104,,
91,slide_106,,
92,slide_107,,
93,slide_109,,
94,slide_110,,
95,slide_111,,
96,slide_112,,
97,slide_113,,
98,slide_12,,
99,slide_114,,
100,slide_115,,
101,slide_116,,
102,slide_117,,
103,slide_118,,
104,slide_119,,
105,slide_120,,
106,slide_121,,
107,slide_122,,
108,slide_123,,
109,slide_13,,
110,slide_127,,
111,slide_128,,
112,slide_129,,
113,slide_130,,
114,slide_131,,
115,slide_132,,
116,slide_14,,
117,slide_134,,
118,slide_135,,
119,slide_136,,
120,slide_137,,
121,slide_139,,
122,slide_140,,
123,slide_141,,
124,slide_142,,
