,train,val,test
0,slide_817,slide_934,slide_824
1,slide_818,slide_816,slide_853
2,slide_820,slide_891,slide_898
3,slide_822,slide_836,slide_904
4,slide_823,slide_893,slide_889
5,slide_826,slide_922,slide_933
6,slide_827,slide_878,slide_867
7,slide_828,slide_865,slide_897
8,slide_830,slide_821,slide_926
9,slide_831,slide_917,slide_883
10,slide_832,slide_892,slide_847
11,slide_833,slide_54,slide_461
12,slide_834,slide_187,slide_69
13,slide_835,slide_312,slide_125
14,slide_837,slide_145,slide_518
15,slide_838,slide_195,slide_64
16,slide_839,slide_433,slide_91
17,slide_841,slide_457,slide_21
18,slide_842,slide_454,slide_322
19,slide_843,slide_404,slide_306
20,slide_845,slide_377,slide_219
21,slide_846,slide_468,slide_28
22,slide_848,slide_32,slide_256
23,slide_849,slide_380,slide_193
24,slide_850,slide_387,slide_419
25,slide_851,slide_61,slide_470
26,slide_854,slide_127,slide_321
27,slide_855,slide_97,slide_327
28,slide_856,slide_355,slide_224
29,slide_858,slide_43,slide_65
30,slide_859,slide_353,slide_310
31,slide_860,slide_459,slide_456
32,slide_861,slide_283,slide_373
33,slide_863,slide_238,slide_196
34,slide_864,slide_351,slide_164
35,slide_866,slide_301,slide_96
36,slide_868,slide_339,slide_147
37,slide_869,slide_85,slide_109
38,slide_870,slide_90,slide_278
39,slide_871,slide_237,slide_76
40,slide_872,slide_94,slide_139
41,slide_873,slide_467,slide_15
42,slide_874,slide_13,slide_105
43,slide_875,slide_517,slide_293
44,slide_876,slide_23,slide_194
45,slide_877,slide_508,slide_448
46,slide_879,slide_174,slide_311
47,slide_880,slide_335,slide_319
48,slide_881,slide_273,slide_500
49,slide_882,slide_189,slide_126
50,slide_885,slide_340,slide_211
51,slide_886,slide_71,slide_390
52,slide_887,slide_51,slide_442
53,slide_888,slide_445,slide_462
54,slide_894,slide_510,slide_453
55,slide_895,slide_0,slide_199
56,slide_896,slide_26,slide_313
57,slide_899,slide_81,slide_308
58,slide_901,slide_138,slide_264
59,slide_902,slide_144,slide_354
60,slide_903,slide_162,slide_427
61,slide_905,slide_274,slide_116
62,slide_906,slide_577,slide_610
63,slide_907,slide_731,slide_743
64,slide_908,slide_732,slide_739
65,slide_909,slide_686,slide_711
66,slide_910,slide_687,slide_611
67,slide_911,slide_688,slide_657
68,slide_912,slide_651,slide_699
69,slide_914,slide_620,slide_559
70,slide_915,slide_717,slide_590
71,slide_916,slide_724,slide_542
72,slide_918,slide_700,slide_740
73,slide_919,slide_596,slide_807
74,slide_920,slide_710,slide_676
75,slide_921,slide_768,slide_754
76,slide_923,slide_593,slide_636
77,slide_924,slide_749,slide_520
78,slide_925,slide_814,slide_728
79,slide_927,slide_592,slide_734
80,slide_928,slide_755,slide_562
81,slide_929,slide_638,slide_557
82,slide_930,slide_760,slide_662
83,slide_931,slide_810,slide_551
84,slide_932,slide_586,slide_800
85,slide_935,slide_692,slide_561
86,slide_936,slide_629,slide_736
87,slide_1,slide_758,slide_670
88,slide_11,slide_778,slide_649
89,slide_104,slide_795,
90,slide_106,slide_691,
91,slide_107,slide_681,
92,slide_108,,
93,slide_110,,
94,slide_111,,
95,slide_112,,
96,slide_113,,
97,slide_12,,
98,slide_114,,
99,slide_115,,
100,slide_117,,
101,slide_118,,
102,slide_119,,
103,slide_120,,
104,slide_121,,
105,slide_122,,
