,train,val,test
slide_816,True,False,False
slide_817,True,False,False
slide_820,True,False,False
slide_822,True,False,False
slide_823,True,False,False
slide_826,True,False,False
slide_827,True,False,False
slide_828,True,False,False
slide_830,True,False,False
slide_831,True,False,False
slide_832,True,False,False
slide_834,True,False,False
slide_835,True,False,False
slide_836,True,False,False
slide_837,True,False,False
slide_838,True,False,False
slide_839,True,False,False
slide_841,True,False,False
slide_843,True,False,False
slide_845,True,False,False
slide_846,True,False,False
slide_848,True,False,False
slide_849,True,False,False
slide_851,True,False,False
slide_854,True,False,False
slide_855,True,False,False
slide_856,True,False,False
slide_858,True,False,False
slide_859,True,False,False
slide_860,True,False,False
slide_861,True,False,False
slide_863,True,False,False
slide_864,True,False,False
slide_865,True,False,False
slide_866,True,False,False
slide_867,True,False,False
slide_868,True,False,False
slide_869,True,False,False
slide_870,True,False,False
slide_871,True,False,False
slide_872,True,False,False
slide_873,True,False,False
slide_875,True,False,False
slide_876,True,False,False
slide_877,True,False,False
slide_878,True,False,False
slide_879,True,False,False
slide_880,True,False,False
slide_881,True,False,False
slide_882,True,False,False
slide_883,True,False,False
slide_885,True,False,False
slide_888,True,False,False
slide_892,True,False,False
slide_894,True,False,False
slide_895,True,False,False
slide_897,True,False,False
slide_899,True,False,False
slide_902,True,False,False
slide_903,True,False,False
slide_904,True,False,False
slide_905,True,False,False
slide_906,True,False,False
slide_907,True,False,False
slide_908,True,False,False
slide_909,True,False,False
slide_910,True,False,False
slide_911,True,False,False
slide_912,True,False,False
slide_914,True,False,False
slide_915,True,False,False
slide_916,True,False,False
slide_917,True,False,False
slide_918,True,False,False
slide_919,True,False,False
slide_920,True,False,False
slide_921,True,False,False
slide_925,True,False,False
slide_926,True,False,False
slide_927,True,False,False
slide_928,True,False,False
slide_929,True,False,False
slide_930,True,False,False
slide_932,True,False,False
slide_933,True,False,False
slide_935,True,False,False
slide_936,True,False,False
slide_0,True,False,False
slide_1,True,False,False
slide_11,True,False,False
slide_104,True,False,False
slide_105,True,False,False
slide_109,True,False,False
slide_110,True,False,False
slide_112,True,False,False
slide_113,True,False,False
slide_12,True,False,False
slide_115,True,False,False
slide_117,True,False,False
slide_118,True,False,False
slide_119,True,False,False
slide_120,True,False,False
slide_121,True,False,False
slide_122,True,False,False
slide_123,True,False,False
slide_13,True,False,False
slide_125,True,False,False
slide_126,True,False,False
slide_127,True,False,False
slide_128,True,False,False
slide_130,True,False,False
slide_131,True,False,False
slide_133,True,False,False
slide_14,True,False,False
slide_134,True,False,False
slide_135,True,False,False
slide_136,True,False,False
slide_139,True,False,False
slide_140,True,False,False
slide_141,True,False,False
slide_142,True,False,False
slide_143,True,False,False
slide_15,True,False,False
slide_144,True,False,False
slide_145,True,False,False
slide_146,True,False,False
slide_147,True,False,False
slide_148,True,False,False
slide_149,True,False,False
slide_151,True,False,False
slide_152,True,False,False
slide_153,True,False,False
slide_16,True,False,False
slide_154,True,False,False
slide_155,True,False,False
slide_156,True,False,False
slide_157,True,False,False
slide_158,True,False,False
slide_159,True,False,False
slide_160,True,False,False
slide_161,True,False,False
slide_162,True,False,False
slide_163,True,False,False
slide_17,True,False,False
slide_164,True,False,False
slide_165,True,False,False
slide_166,True,False,False
slide_167,True,False,False
slide_168,True,False,False
slide_169,True,False,False
slide_170,True,False,False
slide_171,True,False,False
slide_172,True,False,False
slide_173,True,False,False
slide_18,True,False,False
slide_175,True,False,False
slide_179,True,False,False
slide_181,True,False,False
slide_183,True,False,False
slide_187,True,False,False
slide_188,True,False,False
slide_189,True,False,False
slide_190,True,False,False
slide_191,True,False,False
slide_192,True,False,False
slide_20,True,False,False
slide_194,True,False,False
slide_195,True,False,False
slide_196,True,False,False
slide_197,True,False,False
slide_198,True,False,False
slide_199,True,False,False
slide_201,True,False,False
slide_202,True,False,False
slide_203,True,False,False
slide_2,True,False,False
slide_21,True,False,False
slide_204,True,False,False
slide_205,True,False,False
slide_206,True,False,False
slide_207,True,False,False
slide_208,True,False,False
slide_209,True,False,False
slide_210,True,False,False
slide_211,True,False,False
slide_212,True,False,False
slide_213,True,False,False
slide_22,True,False,False
slide_214,True,False,False
slide_215,True,False,False
slide_216,True,False,False
slide_219,True,False,False
slide_220,True,False,False
slide_221,True,False,False
slide_222,True,False,False
slide_223,True,False,False
slide_23,True,False,False
slide_225,True,False,False
slide_227,True,False,False
slide_228,True,False,False
slide_229,True,False,False
slide_230,True,False,False
slide_231,True,False,False
slide_233,True,False,False
slide_24,True,False,False
slide_234,True,False,False
slide_237,True,False,False
slide_238,True,False,False
slide_239,True,False,False
slide_240,True,False,False
slide_241,True,False,False
slide_243,True,False,False
slide_25,True,False,False
slide_244,True,False,False
slide_246,True,False,False
slide_247,True,False,False
slide_248,True,False,False
slide_250,True,False,False
slide_251,True,False,False
slide_252,True,False,False
slide_253,True,False,False
slide_26,True,False,False
slide_254,True,False,False
slide_255,True,False,False
slide_256,True,False,False
slide_257,True,False,False
slide_259,True,False,False
slide_260,True,False,False
slide_261,True,False,False
slide_262,True,False,False
slide_263,True,False,False
slide_27,True,False,False
slide_264,True,False,False
slide_265,True,False,False
slide_268,True,False,False
slide_269,True,False,False
