,train,val,test
0,slide_816,slide_928,slide_893
1,slide_817,slide_918,slide_860
2,slide_818,slide_920,slide_837
3,slide_820,slide_917,slide_891
4,slide_821,slide_929,slide_847
5,slide_822,slide_879,slide_853
6,slide_823,slide_916,slide_849
7,slide_824,slide_878,slide_864
8,slide_826,slide_872,slide_934
9,slide_827,slide_892,slide_861
10,slide_828,slide_882,slide_919
11,slide_830,slide_69,slide_514
12,slide_831,slide_152,slide_146
13,slide_832,slide_46,slide_444
14,slide_833,slide_123,slide_508
15,slide_834,slide_161,slide_244
16,slide_835,slide_408,slide_214
17,slide_836,slide_153,slide_75
18,slide_838,slide_459,slide_24
19,slide_839,slide_144,slide_68
20,slide_841,slide_426,slide_82
21,slide_842,slide_503,slide_407
22,slide_843,slide_373,slide_194
23,slide_845,slide_477,slide_253
24,slide_846,slide_350,slide_347
25,slide_848,slide_43,slide_428
26,slide_850,slide_338,slide_217
27,slide_851,slide_120,slide_142
28,slide_854,slide_247,slide_238
29,slide_855,slide_465,slide_116
30,slide_856,slide_333,slide_263
31,slide_858,slide_482,slide_295
32,slide_859,slide_377,slide_252
33,slide_863,slide_312,slide_65
34,slide_865,slide_485,slide_186
35,slide_866,slide_273,slide_33
36,slide_867,slide_501,slide_232
37,slide_868,slide_20,slide_67
38,slide_869,slide_76,slide_378
39,slide_870,slide_109,slide_236
40,slide_871,slide_257,slide_455
41,slide_873,slide_239,slide_270
42,slide_874,slide_179,slide_269
43,slide_875,slide_119,slide_188
44,slide_876,slide_517,slide_357
45,slide_877,slide_504,slide_60
46,slide_880,slide_227,slide_206
47,slide_881,slide_169,slide_292
48,slide_883,slide_458,slide_276
49,slide_885,slide_496,slide_245
50,slide_886,slide_474,slide_187
51,slide_887,slide_64,slide_3
52,slide_888,slide_412,slide_201
53,slide_889,slide_380,slide_151
54,slide_894,slide_478,slide_84
55,slide_895,slide_497,slide_424
56,slide_896,slide_167,slide_367
57,slide_897,slide_178,slide_235
