,train,val,test
slide_816,True,False,False
slide_817,True,False,False
slide_818,True,False,False
slide_823,True,False,False
slide_826,True,False,False
slide_828,True,False,False
slide_830,True,False,False
slide_831,True,False,False
slide_833,True,False,False
slide_834,True,False,False
slide_835,True,False,False
slide_836,True,False,False
slide_837,True,False,False
slide_838,True,False,False
slide_841,True,False,False
slide_842,True,False,False
slide_843,True,False,False
slide_845,True,False,False
slide_847,True,False,False
slide_848,True,False,False
slide_849,True,False,False
slide_851,True,False,False
slide_853,True,False,False
slide_854,True,False,False
slide_855,True,False,False
slide_858,True,False,False
slide_859,True,False,False
slide_863,True,False,False
slide_864,True,False,False
slide_866,True,False,False
slide_867,True,False,False
slide_868,True,False,False
slide_871,True,False,False
slide_873,True,False,False
slide_876,True,False,False
slide_878,True,False,False
slide_879,True,False,False
slide_880,True,False,False
slide_881,True,False,False
slide_882,True,False,False
slide_883,True,False,False
slide_885,True,False,False
slide_886,True,False,False
slide_888,True,False,False
slide_889,True,False,False
slide_891,True,False,False
slide_892,True,False,False
slide_893,True,False,False
slide_897,True,False,False
slide_899,True,False,False
slide_902,True,False,False
slide_904,True,False,False
slide_905,True,False,False
slide_906,True,False,False
slide_907,True,False,False
slide_909,True,False,False
slide_911,True,False,False
slide_912,True,False,False
slide_914,True,False,False
slide_915,True,False,False
slide_916,True,False,False
slide_918,True,False,False
slide_919,True,False,False
slide_920,True,False,False
slide_921,True,False,False
slide_923,True,False,False
slide_924,True,False,False
slide_925,True,False,False
slide_926,True,False,False
slide_927,True,False,False
slide_928,True,False,False
slide_930,True,False,False
slide_931,True,False,False
slide_932,True,False,False
slide_933,True,False,False
slide_934,True,False,False
slide_935,True,False,False
slide_0,True,False,False
slide_1,True,False,False
slide_11,True,False,False
slide_105,True,False,False
slide_106,True,False,False
slide_107,True,False,False
slide_108,True,False,False
slide_109,True,False,False
slide_110,True,False,False
slide_111,True,False,False
slide_113,True,False,False
slide_114,True,False,False
slide_115,True,False,False
slide_116,True,False,False
slide_117,True,False,False
slide_119,True,False,False
slide_120,True,False,False
slide_121,True,False,False
slide_122,True,False,False
slide_123,True,False,False
slide_13,True,False,False
slide_125,True,False,False
slide_126,True,False,False
slide_127,True,False,False
slide_128,True,False,False
slide_129,True,False,False
slide_130,True,False,False
slide_14,True,False,False
slide_134,True,False,False
slide_136,True,False,False
slide_138,True,False,False
slide_139,True,False,False
slide_140,True,False,False
slide_141,True,False,False
slide_142,True,False,False
slide_144,True,False,False
slide_145,True,False,False
slide_146,True,False,False
slide_147,True,False,False
slide_148,True,False,False
slide_150,True,False,False
slide_16,True,False,False
slide_155,True,False,False
slide_156,True,False,False
slide_157,True,False,False
slide_158,True,False,False
slide_159,True,False,False
slide_161,True,False,False
slide_162,True,False,False
slide_163,True,False,False
slide_17,True,False,False
slide_165,True,False,False
slide_166,True,False,False
slide_167,True,False,False
slide_169,True,False,False
slide_171,True,False,False
slide_172,True,False,False
slide_173,True,False,False
slide_18,True,False,False
slide_175,True,False,False
slide_178,True,False,False
slide_179,True,False,False
slide_182,True,False,False
slide_183,True,False,False
slide_19,True,False,False
slide_184,True,False,False
slide_186,True,False,False
slide_188,True,False,False
slide_189,True,False,False
slide_190,True,False,False
slide_191,True,False,False
slide_192,True,False,False
slide_193,True,False,False
slide_196,True,False,False
slide_197,True,False,False
slide_198,True,False,False
slide_199,True,False,False
slide_200,True,False,False
slide_201,True,False,False
slide_2,True,False,False
slide_21,True,False,False
slide_204,True,False,False
slide_206,True,False,False
slide_207,True,False,False
slide_208,True,False,False
slide_209,True,False,False
slide_210,True,False,False
slide_211,True,False,False
slide_212,True,False,False
slide_215,True,False,False
slide_217,True,False,False
slide_218,True,False,False
slide_223,True,False,False
slide_23,True,False,False
slide_225,True,False,False
slide_226,True,False,False
slide_227,True,False,False
slide_228,True,False,False
slide_229,True,False,False
slide_230,True,False,False
slide_231,True,False,False
slide_232,True,False,False
slide_24,True,False,False
slide_234,True,False,False
slide_235,True,False,False
slide_236,True,False,False
slide_237,True,False,False
slide_238,True,False,False
slide_239,True,False,False
slide_240,True,False,False
slide_242,True,False,False
slide_243,True,False,False
slide_25,True,False,False
slide_244,True,False,False
slide_247,True,False,False
slide_248,True,False,False
slide_250,True,False,False
slide_251,True,False,False
slide_252,True,False,False
slide_253,True,False,False
slide_26,True,False,False
slide_254,True,False,False
slide_256,True,False,False
slide_257,True,False,False
slide_259,True,False,False
slide_260,True,False,False
slide_262,True,False,False
slide_263,True,False,False
slide_27,True,False,False
slide_264,True,False,False
slide_265,True,False,False
slide_267,True,False,False
slide_268,True,False,False
slide_269,True,False,False
slide_270,True,False,False
slide_274,True,False,False
slide_275,True,False,False
slide_276,True,False,False
slide_278,True,False,False
slide_280,True,False,False
slide_281,True,False,False
slide_282,True,False,False
slide_283,True,False,False
slide_29,True,False,False
slide_284,True,False,False
slide_285,True,False,False
slide_286,True,False,False
slide_287,True,False,False
slide_290,True,False,False
slide_291,True,False,False
slide_292,True,False,False
slide_293,True,False,False
slide_30,True,False,False
slide_294,True,False,False
slide_295,True,False,False
slide_296,True,False,False
slide_298,True,False,False
slide_299,True,False,False
slide_301,True,False,False
