,train,val,test
0,slide_818,slide_849,slide_847
1,slide_822,slide_873,slide_883
2,slide_824,slide_821,slide_892
3,slide_826,slide_921,slide_930
4,slide_827,slide_835,slide_853
5,slide_830,slide_823,slide_816
6,slide_831,slide_936,slide_919
7,slide_832,slide_867,slide_914
8,slide_834,slide_866,slide_935
9,slide_836,slide_851,slide_874
10,slide_837,slide_877,slide_833
11,slide_838,slide_887,slide_912
12,slide_839,slide_925,slide_871
13,slide_841,slide_817,slide_848
14,slide_842,slide_828,slide_889
15,slide_843,slide_820,slide_923
16,slide_845,slide_450,slide_65
17,slide_846,slide_249,slide_201
18,slide_850,slide_431,slide_423
19,slide_854,slide_67,slide_352
20,slide_855,slide_190,slide_309
21,slide_856,slide_372,slide_256
22,slide_858,slide_369,slide_53
23,slide_859,slide_388,slide_441
24,slide_860,slide_238,slide_480
25,slide_861,slide_64,slide_186
26,slide_863,slide_282,slide_203
27,slide_864,slide_145,slide_121
28,slide_865,slide_390,slide_117
29,slide_868,slide_433,slide_120
30,slide_869,slide_57,slide_324
31,slide_870,slide_322,slide_198
32,slide_872,slide_210,slide_241
33,slide_875,slide_271,slide_319
34,slide_876,slide_220,slide_345
35,slide_878,slide_74,slide_129
36,slide_879,slide_232,slide_213
37,slide_880,slide_111,slide_68
38,slide_881,slide_326,slide_410
39,slide_882,slide_310,slide_300
40,slide_885,slide_425,slide_255
41,slide_886,slide_398,slide_108
42,slide_888,slide_189,slide_122
43,slide_891,slide_149,slide_405
44,slide_893,slide_452,slide_192
45,slide_894,slide_3,slide_265
46,slide_895,slide_337,slide_340
47,slide_896,slide_247,slide_316
48,slide_897,slide_194,slide_289
49,slide_898,slide_411,slide_474
50,slide_899,slide_47,slide_261
51,slide_901,slide_455,slide_502
52,slide_902,slide_114,slide_515
53,slide_903,slide_174,slide_158
54,slide_904,slide_126,slide_427
55,slide_905,slide_359,slide_0
56,slide_906,slide_473,slide_447
57,slide_907,slide_361,slide_509
58,slide_908,slide_27,slide_41
59,slide_909,slide_370,slide_153
60,slide_910,slide_495,slide_62
61,slide_911,slide_60,slide_413
62,slide_915,slide_468,slide_138
63,slide_916,slide_245,slide_343
64,slide_917,slide_436,slide_106
65,slide_918,slide_110,slide_50
66,slide_920,slide_166,slide_393
67,slide_922,slide_228,slide_320
68,slide_924,slide_301,slide_286
69,slide_926,slide_237,slide_449
70,slide_927,slide_156,slide_382
71,slide_928,slide_346,slide_188
72,slide_929,slide_420,slide_171
73,slide_931,slide_195,slide_462
74,slide_932,slide_421,slide_368
75,slide_933,slide_438,slide_240
76,slide_934,slide_11,slide_466
77,slide_104,slide_362,slide_45
78,slide_105,slide_224,slide_399
79,slide_107,slide_215,slide_443
80,slide_109,slide_155,slide_273
81,slide_112,slide_513,slide_134
82,slide_113,slide_351,slide_251
83,slide_12,slide_432,slide_204
84,slide_115,slide_21,slide_137
85,slide_116,slide_1,slide_507
86,slide_118,slide_364,slide_281
87,slide_119,slide_207,slide_430
88,slide_123,slide_144,slide_510
89,slide_13,slide_422,slide_92
90,slide_124,slide_131,slide_403
91,slide_125,slide_185,slide_268
92,slide_127,slide_354,slide_176
93,slide_128,slide_781,slide_737
94,slide_130,slide_714,slide_562
95,slide_132,slide_598,slide_528
96,slide_133,slide_667,slide_738
97,slide_14,slide_638,slide_643
98,slide_135,slide_662,slide_629
99,slide_136,slide_602,slide_701
100,slide_139,slide_713,slide_768
101,slide_140,slide_651,slide_742
102,slide_141,slide_680,slide_639
103,slide_142,slide_564,slide_633
104,slide_143,slide_815,slide_634
105,slide_15,slide_550,slide_559
106,slide_146,slide_626,slide_609
107,slide_147,slide_744,slide_708
108,slide_148,slide_544,slide_784
109,slide_150,slide_805,slide_581
110,slide_151,slide_578,slide_588
111,slide_152,slide_649,slide_725
112,slide_16,slide_763,slide_669
113,slide_154,slide_679,slide_582
114,slide_157,slide_546,slide_584
115,slide_159,slide_547,slide_585
116,slide_160,slide_531,slide_653
117,slide_161,slide_650,slide_576
118,slide_162,slide_697,slide_520
119,slide_163,slide_734,slide_699
120,slide_17,slide_665,slide_558
121,slide_164,slide_659,slide_663
