,train,val,test
0,slide_816,slide_889,slide_906
1,slide_817,slide_836,slide_850
2,slide_820,slide_874,slide_905
3,slide_821,slide_868,slide_898
4,slide_822,slide_875,slide_894
5,slide_823,slide_920,slide_864
6,slide_824,slide_897,slide_883
7,slide_826,slide_933,slide_909
8,slide_827,slide_858,slide_912
9,slide_828,slide_845,slide_887
10,slide_830,slide_908,slide_919
11,slide_831,slide_854,slide_885
12,slide_832,slide_924,slide_922
13,slide_833,slide_818,slide_903
14,slide_834,slide_873,slide_923
15,slide_838,slide_837,slide_835
16,slide_839,slide_382,slide_259
17,slide_841,slide_331,slide_505
18,slide_842,slide_460,slide_272
19,slide_843,slide_288,slide_428
20,slide_846,slide_403,slide_110
21,slide_847,slide_333,slide_398
22,slide_848,slide_186,slide_240
23,slide_849,slide_189,slide_37
24,slide_851,slide_262,slide_75
25,slide_853,slide_226,slide_48
26,slide_855,slide_192,slide_256
27,slide_856,slide_369,slide_473
28,slide_859,slide_271,slide_116
29,slide_860,slide_336,slide_442
30,slide_861,slide_328,slide_56
31,slide_863,slide_329,slide_350
32,slide_865,slide_96,slide_391
33,slide_866,slide_111,slide_232
34,slide_867,slide_343,slide_11
35,slide_869,slide_377,slide_416
36,slide_870,slide_286,slide_417
37,slide_871,slide_436,slide_516
38,slide_872,slide_93,slide_373
39,slide_876,slide_138,slide_163
40,slide_877,slide_213,slide_148
41,slide_878,slide_90,slide_15
42,slide_879,slide_97,slide_469
43,slide_880,slide_243,slide_187
44,slide_881,slide_66,slide_159
45,slide_882,slide_91,slide_306
46,slide_886,slide_459,slide_47
47,slide_888,slide_205,slide_456
48,slide_891,slide_72,slide_427
49,slide_892,slide_360,slide_402
50,slide_893,slide_475,slide_253
51,slide_895,slide_408,slide_512
52,slide_896,slide_152,slide_242
53,slide_899,slide_397,slide_322
54,slide_901,slide_167,slide_461
55,slide_902,slide_231,slide_146
56,slide_904,slide_27,slide_46
57,slide_907,slide_320,slide_70
58,slide_910,slide_284,slide_443
59,slide_911,slide_467,slide_181
60,slide_914,slide_130,slide_351
61,slide_915,slide_506,slide_216
62,slide_916,slide_451,slide_395
63,slide_917,slide_468,slide_300
64,slide_918,slide_425,slide_340
65,slide_921,slide_327,slide_247
66,slide_925,slide_114,slide_421
67,slide_926,slide_332,slide_431
68,slide_927,slide_38,slide_486
69,slide_928,slide_51,slide_217
70,slide_929,slide_219,slide_472
71,slide_930,slide_396,slide_274
72,slide_931,slide_150,slide_325
73,slide_932,slide_453,slide_239
74,slide_934,slide_211,slide_49
75,slide_935,slide_188,slide_197
76,slide_936,slide_244,slide_45
77,slide_0,slide_182,slide_151
78,slide_1,slide_25,slide_225
79,slide_104,slide_17,slide_191
80,slide_105,slide_334,slide_384
81,slide_106,slide_277,slide_365
82,slide_107,slide_434,slide_119
83,slide_108,slide_42,slide_73
84,slide_109,slide_514,slide_14
85,slide_112,slide_303,slide_307
