,train,val,test
0,slide_111,slide_126,slide_270
1,slide_112,slide_135,slide_271
2,slide_113,slide_211,slide_272
3,slide_114,slide_264,slide_273
4,slide_117,slide_192,slide_274
5,slide_120,slide_196,slide_275
6,slide_122,slide_178,slide_276
7,slide_123,slide_140,slide_277
8,slide_124,slide_268,slide_278
9,slide_125,slide_119,slide_279
10,slide_127,slide_121,slide_280
11,slide_129,slide_218,slide_281
12,slide_130,slide_173,slide_282
13,slide_132,slide_246,slide_283
14,slide_133,slide_188,slide_284
15,slide_134,slide_131,slide_285
16,slide_136,slide_118,slide_286
17,slide_137,slide_142,slide_287
18,slide_138,slide_156,slide_288
19,slide_139,slide_210,slide_289
20,slide_141,slide_116,slide_290
21,slide_143,slide_174,slide_291
22,slide_144,slide_115,slide_292
23,slide_145,slide_260,slide_293
24,slide_146,slide_221,slide_294
25,slide_147,slide_203,slide_295
26,slide_148,slide_267,slide_296
27,slide_149,slide_158,slide_297
28,slide_150,slide_166,slide_298
29,slide_151,slide_128,slide_299
30,slide_152,slide_254,slide_300
31,slide_153,slide_186,slide_301
32,slide_154,slide_176,slide_302
33,slide_155,slide_228,slide_303
34,slide_157,slide_252,slide_304
35,slide_159,slide_161,slide_305
36,slide_160,slide_64,slide_306
37,slide_162,slide_63,slide_307
38,slide_163,slide_66,slide_308
39,slide_164,slide_23,slide_309
40,slide_165,slide_47,slide_310
41,slide_167,slide_83,slide_311
42,slide_168,slide_29,slide_312
43,slide_169,slide_89,slide_313
44,slide_170,slide_67,slide_314
45,slide_171,slide_35,slide_315
46,slide_172,slide_79,slide_316
47,slide_175,slide_20,slide_317
48,slide_177,slide_94,slide_318
49,slide_179,slide_99,slide_319
50,slide_180,slide_106,slide_320
51,slide_181,slide_6,slide_321
52,slide_182,slide_98,slide_322
53,slide_183,slide_32,slide_323
54,slide_184,slide_84,slide_324
55,slide_185,slide_88,slide_325
56,slide_187,slide_0,slide_326
57,slide_189,slide_100,slide_327
58,slide_190,slide_69,slide_328
59,slide_191,slide_26,slide_329
60,slide_193,,slide_330
61,slide_194,,slide_331
62,slide_195,,slide_332
63,slide_197,,slide_333
64,slide_198,,slide_334
65,slide_199,,slide_335
66,slide_200,,slide_336
67,slide_201,,slide_337
68,slide_202,,slide_338
69,slide_204,,slide_339
70,slide_205,,slide_340
71,slide_206,,slide_341
72,slide_207,,slide_342
73,slide_208,,slide_343
74,slide_209,,slide_344
75,slide_212,,slide_345
76,slide_213,,slide_346
77,slide_214,,slide_347
78,slide_215,,slide_348
79,slide_216,,slide_349
80,slide_217,,slide_350
81,slide_219,,slide_351
82,slide_220,,slide_352
83,slide_222,,slide_353
84,slide_223,,slide_354
85,slide_224,,slide_355
86,slide_225,,slide_356
87,slide_226,,slide_357
88,slide_227,,slide_358
89,slide_229,,slide_359
90,slide_230,,slide_360
91,slide_231,,slide_361
92,slide_232,,slide_362
93,slide_233,,slide_363
94,slide_234,,slide_364
95,slide_235,,slide_365
96,slide_236,,slide_366
97,slide_237,,slide_367
98,slide_238,,slide_368
99,slide_239,,slide_369
100,slide_240,,slide_370
101,slide_241,,slide_371
102,slide_242,,slide_372
103,slide_243,,slide_373
104,slide_244,,slide_374
105,slide_245,,slide_375
106,slide_247,,slide_376
107,slide_248,,slide_377
108,slide_249,,slide_378
109,slide_250,,slide_379
110,slide_251,,slide_380
111,slide_253,,slide_381
112,slide_255,,slide_382
113,slide_256,,slide_383
114,slide_257,,slide_384
115,slide_258,,slide_385
116,slide_259,,slide_386
117,slide_261,,slide_387
118,slide_262,,slide_388
119,slide_263,,slide_389
120,slide_265,,slide_390
121,slide_266,,slide_391
122,slide_269,,slide_392
123,slide_1,,slide_393
124,slide_2,,slide_394
125,slide_3,,slide_395
126,slide_4,,slide_396
127,slide_5,,slide_397
128,slide_7,,slide_398
129,slide_8,,
130,slide_9,,
131,slide_10,,
132,slide_11,,
133,slide_12,,
134,slide_13,,
135,slide_14,,
136,slide_15,,
137,slide_16,,
138,slide_17,,
139,slide_18,,
140,slide_19,,
141,slide_21,,
142,slide_22,,
143,slide_24,,
144,slide_25,,
145,slide_27,,
146,slide_28,,
147,slide_30,,
148,slide_31,,
149,slide_33,,
150,slide_34,,
151,slide_36,,
152,slide_37,,
153,slide_38,,
154,slide_39,,
155,slide_40,,
156,slide_41,,
157,slide_42,,
158,slide_43,,
159,slide_44,,
160,slide_45,,
161,slide_46,,
162,slide_48,,
163,slide_49,,
164,slide_50,,
165,slide_51,,
166,slide_52,,
167,slide_53,,
168,slide_54,,
169,slide_55,,
170,slide_56,,
171,slide_57,,
172,slide_58,,
173,slide_59,,
174,slide_60,,
175,slide_61,,
176,slide_62,,
177,slide_65,,
178,slide_68,,
179,slide_70,,
180,slide_71,,
181,slide_72,,
182,slide_73,,
183,slide_74,,
184,slide_75,,
185,slide_76,,
186,slide_77,,
187,slide_78,,
188,slide_80,,
189,slide_81,,
190,slide_82,,
191,slide_85,,
192,slide_86,,
193,slide_87,,
194,slide_90,,
195,slide_91,,
196,slide_92,,
197,slide_93,,
198,slide_95,,
199,slide_96,,
200,slide_97,,
201,slide_101,,
202,slide_102,,
203,slide_103,,
204,slide_104,,
205,slide_105,,
206,slide_107,,
207,slide_108,,
208,slide_109,,
209,slide_110,,
