,train,val,test
0,slide_111,slide_140,slide_270
1,slide_112,slide_153,slide_271
2,slide_113,slide_125,slide_272
3,slide_114,slide_202,slide_273
4,slide_115,slide_192,slide_274
5,slide_117,slide_130,slide_275
6,slide_118,slide_155,slide_276
7,slide_119,slide_122,slide_277
8,slide_120,slide_151,slide_278
9,slide_121,slide_208,slide_279
10,slide_123,slide_200,slide_280
11,slide_124,slide_205,slide_281
12,slide_126,slide_184,slide_282
13,slide_128,slide_216,slide_283
14,slide_129,slide_170,slide_284
15,slide_131,slide_201,slide_285
16,slide_132,slide_177,slide_286
17,slide_133,slide_165,slide_287
18,slide_134,slide_219,slide_288
19,slide_135,slide_211,slide_289
20,slide_136,slide_264,slide_290
21,slide_137,slide_146,slide_291
22,slide_138,slide_162,slide_292
23,slide_139,slide_116,slide_293
24,slide_141,slide_195,slide_294
25,slide_143,slide_142,slide_295
26,slide_144,slide_127,slide_296
27,slide_145,slide_256,slide_297
28,slide_147,slide_254,slide_298
29,slide_148,slide_204,slide_299
30,slide_149,slide_238,slide_300
31,slide_150,slide_214,slide_301
32,slide_152,slide_222,slide_302
33,slide_154,slide_242,slide_303
34,slide_156,slide_169,slide_304
35,slide_157,slide_213,slide_305
36,slide_158,slide_81,slide_306
37,slide_159,slide_79,slide_307
38,slide_160,slide_65,slide_308
39,slide_161,slide_25,slide_309
40,slide_163,slide_11,slide_310
41,slide_164,slide_18,slide_311
42,slide_166,slide_101,slide_312
43,slide_167,slide_57,slide_313
44,slide_168,slide_64,slide_314
45,slide_171,slide_52,slide_315
46,slide_172,slide_96,slide_316
47,slide_173,slide_39,slide_317
48,slide_174,slide_1,slide_318
49,slide_175,slide_85,slide_319
50,slide_176,slide_12,slide_320
51,slide_178,slide_38,slide_321
52,slide_179,slide_4,slide_322
53,slide_180,slide_23,slide_323
54,slide_181,slide_108,slide_324
55,slide_182,slide_99,slide_325
56,slide_183,slide_95,slide_326
57,slide_185,slide_62,slide_327
58,slide_186,slide_51,slide_328
59,slide_187,slide_17,slide_329
60,slide_188,,slide_330
61,slide_189,,slide_331
62,slide_190,,slide_332
63,slide_191,,slide_333
64,slide_193,,slide_334
65,slide_194,,slide_335
66,slide_196,,slide_336
67,slide_197,,slide_337
68,slide_198,,slide_338
69,slide_199,,slide_339
70,slide_203,,slide_340
71,slide_206,,slide_341
72,slide_207,,slide_342
73,slide_209,,slide_343
74,slide_210,,slide_344
75,slide_212,,slide_345
76,slide_215,,slide_346
77,slide_217,,slide_347
78,slide_218,,slide_348
79,slide_220,,slide_349
80,slide_221,,slide_350
81,slide_223,,slide_351
82,slide_224,,slide_352
83,slide_225,,slide_353
84,slide_226,,slide_354
85,slide_227,,slide_355
86,slide_228,,slide_356
87,slide_229,,slide_357
88,slide_230,,slide_358
89,slide_231,,slide_359
90,slide_232,,slide_360
91,slide_233,,slide_361
92,slide_234,,slide_362
93,slide_235,,slide_363
94,slide_236,,slide_364
95,slide_237,,slide_365
96,slide_239,,slide_366
97,slide_240,,slide_367
98,slide_241,,slide_368
99,slide_243,,slide_369
100,slide_244,,slide_370
101,slide_245,,slide_371
102,slide_246,,slide_372
103,slide_247,,slide_373
104,slide_248,,slide_374
105,slide_249,,slide_375
106,slide_250,,slide_376
107,slide_251,,slide_377
108,slide_252,,slide_378
109,slide_253,,slide_379
110,slide_255,,slide_380
111,slide_257,,slide_381
112,slide_258,,slide_382
113,slide_259,,slide_383
114,slide_260,,slide_384
115,slide_261,,slide_385
116,slide_262,,slide_386
117,slide_263,,slide_387
118,slide_265,,slide_388
119,slide_266,,slide_389
120,slide_267,,slide_390
121,slide_268,,slide_391
122,slide_269,,slide_392
123,slide_0,,slide_393
124,slide_2,,slide_394
125,slide_3,,slide_395
126,slide_5,,slide_396
127,slide_6,,slide_397
128,slide_7,,slide_398
129,slide_8,,
130,slide_9,,
131,slide_10,,
132,slide_13,,
133,slide_14,,
134,slide_15,,
135,slide_16,,
136,slide_19,,
137,slide_20,,
138,slide_21,,
139,slide_22,,
140,slide_24,,
141,slide_26,,
142,slide_27,,
143,slide_28,,
144,slide_29,,
145,slide_30,,
146,slide_31,,
147,slide_32,,
148,slide_33,,
149,slide_34,,
150,slide_35,,
151,slide_36,,
152,slide_37,,
153,slide_40,,
154,slide_41,,
155,slide_42,,
156,slide_43,,
157,slide_44,,
158,slide_45,,
159,slide_46,,
160,slide_47,,
161,slide_48,,
162,slide_49,,
163,slide_50,,
164,slide_53,,
165,slide_54,,
166,slide_55,,
167,slide_56,,
168,slide_58,,
169,slide_59,,
170,slide_60,,
171,slide_61,,
172,slide_63,,
173,slide_66,,
174,slide_67,,
175,slide_68,,
176,slide_69,,
177,slide_70,,
178,slide_71,,
179,slide_72,,
180,slide_73,,
181,slide_74,,
182,slide_75,,
183,slide_76,,
184,slide_77,,
185,slide_78,,
186,slide_80,,
187,slide_82,,
188,slide_83,,
189,slide_84,,
190,slide_86,,
191,slide_87,,
192,slide_88,,
193,slide_89,,
194,slide_90,,
195,slide_91,,
196,slide_92,,
197,slide_93,,
198,slide_94,,
199,slide_97,,
200,slide_98,,
201,slide_100,,
202,slide_102,,
203,slide_103,,
204,slide_104,,
205,slide_105,,
206,slide_106,,
207,slide_107,,
208,slide_109,,
209,slide_110,,
